text,name,ratings,no_of_ratings,discount_price,actual_price,category_source
Emartos Ben Ten 10 Watch Digital Watch for Kids (Multicolour Dial Green Colored Strap) [3-7 Years] stores Amazon Fashion,Emartos Ben Ten 10 Watch Digital Watch for Kids (Multicolour Dial Green Colored Strap) [3-7 Years],3.5,67,₹393,"₹1,499",Amazon Fashion.csv
Aashiya Trades Girl's Women Girls Kids Unicorn Character Fur Cross body Shoulder Hand Purse Wallet -Pink stores Amazon Fashion,Aashiya Trades Girl's Women Girls Kids Unicorn Character Fur Cross body Shoulder Hand Purse Wallet -Pink,3.8,45,₹348,"₹1,199",Amazon Fashion.csv
KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 2} stores Amazon Fashion,KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 2},,,₹849,₹899,Amazon Fashion.csv
"amazelo cart Door Mats for Home Entrance, Welcome Mats Outside, Indoor Rubber Mat, Waterproof Bathmat Heavy Duty for Entry... stores Amazon Fashion","amazelo cart Door Mats for Home Entrance, Welcome Mats Outside, Indoor Rubber Mat, Waterproof Bathmat Heavy Duty for Entry...",4.2,885,₹429,"₹1,499",Amazon Fashion.csv
"Victorinox Swiss Army Knife - Rally - 9 Functions, Multitool - Red, 58 mm stores Amazon Fashion","Victorinox Swiss Army Knife - Rally - 9 Functions, Multitool - Red, 58 mm",4.4,"2,425",,"₹1,130",Amazon Fashion.csv
Yellow Chimes Bracelet for Women and Girls Crystal Bracelets for Women and Girls | Adjustable Chain Bracelet for Girls Ten... stores Amazon Fashion,Yellow Chimes Bracelet for Women and Girls Crystal Bracelets for Women and Girls | Adjustable Chain Bracelet for Girls Ten...,4.1,450,₹249,₹999,Amazon Fashion.csv
Futurekart Women Belt Stylish Silver Buckel Elastic Embellished Waist Belt Decorative Stretch Waist Band stores Amazon Fashion,Futurekart Women Belt Stylish Silver Buckel Elastic Embellished Waist Belt Decorative Stretch Waist Band,4.2,"1,545",₹439,₹599,Amazon Fashion.csv
Sonata Linnea Analog Black Dial Women's Watch-8173NL01 stores Amazon Fashion,Sonata Linnea Analog Black Dial Women's Watch-8173NL01,4.1,18,"₹1,057","₹1,149",Amazon Fashion.csv
Sparx Mens Sm-676 Running Shoe stores Amazon Fashion,Sparx Mens Sm-676 Running Shoe,3.9,"1,319","₹1,273","₹1,399",Amazon Fashion.csv
"TAPARIA Insulated Lineman Combination Cutting Piler 210 MM / 8"" (Silver / Orange) stores Amazon Fashion","TAPARIA Insulated Lineman Combination Cutting Piler 210 MM / 8"" (Silver / Orange)",4.3,"6,479",₹245,₹490,Amazon Fashion.csv
"Vgwon Sun Moon Magnetic Couple Necklace For Him And Her, 100 Languages I Love You Best Friend Friendship Necklaces 2 Pcs M... stores Amazon Fashion","Vgwon Sun Moon Magnetic Couple Necklace For Him And Her, 100 Languages I Love You Best Friend Friendship Necklaces 2 Pcs M...",4.2,18,₹605,"₹1,299",Amazon Fashion.csv
GRECIILOOKS Western Dresses for Women |A-Line Knee-Length Dress | Indo Western Dress for Women| Mid Dress stores Amazon Fashion,GRECIILOOKS Western Dresses for Women |A-Line Knee-Length Dress | Indo Western Dress for Women| Mid Dress,3.6,233,₹399,"₹2,299",Amazon Fashion.csv
3M AVAGARD 500ML-CHG HANDRUB-PINK(PACK OF 2 PIECE) stores Amazon Fashion,3M AVAGARD 500ML-CHG HANDRUB-PINK(PACK OF 2 PIECE),4.5,"1,591",₹405,₹805,Amazon Fashion.csv
SHOESHINE Shoe Trees (6 Pairs) Shoe Shapers Stretcher Adjustable Shoe Trees stores Amazon Fashion,SHOESHINE Shoe Trees (6 Pairs) Shoe Shapers Stretcher Adjustable Shoe Trees,4.4,287,"₹1,249","₹2,100",Amazon Fashion.csv
KAYU™ Boys Snowfall Solid Regular Fit Full Sleeves T-Shirts {Pack of 1} stores Amazon Fashion,KAYU™ Boys Snowfall Solid Regular Fit Full Sleeves T-Shirts {Pack of 1},,,,₹399,Amazon Fashion.csv
L AND J ENTERPRISE Kids Digital Date and Time Black Dial LED Watch for Stylish Kids Unisex Birthday Gift Digital Watch for... stores Amazon Fashion,L AND J ENTERPRISE Kids Digital Date and Time Black Dial LED Watch for Stylish Kids Unisex Birthday Gift Digital Watch for...,4.0,1,₹150,"₹1,099",Amazon Fashion.csv
Spiky Unisex Kids Rectangle Sunglass With Protective Case - Pack of 1 (1571-sunglasses) stores Amazon Fashion,Spiky Unisex Kids Rectangle Sunglass With Protective Case - Pack of 1 (1571-sunglasses),4.6,11,₹427,₹649,Amazon Fashion.csv
Zaveri Pearls Multicolor Sleek Ethnic Necklace Set For Women - ZPFK5982 stores Amazon Fashion,Zaveri Pearls Multicolor Sleek Ethnic Necklace Set For Women - ZPFK5982,3.9,169,₹308,"₹1,543",Amazon Fashion.csv
Giftswrap Stainless Steel Magic Spin Mop Floor Cleaner Stick Rod 360 Degree Rotating Spin Mop Handle. stores Amazon Fashion,Giftswrap Stainless Steel Magic Spin Mop Floor Cleaner Stick Rod 360 Degree Rotating Spin Mop Handle.,2.9,794,₹268,₹399,Amazon Fashion.csv
BATA Comfit Women Blossom Thong Grey Flats stores Amazon Fashion,BATA Comfit Women Blossom Thong Grey Flats,4.1,802,₹766,"₹1,499",Amazon Fashion.csv
Amazon Brand - House & Shields Men's Cotton PAG 102 Boxers stores Amazon Fashion,Amazon Brand - House & Shields Men's Cotton PAG 102 Boxers,4.0,"1,113",₹709,"₹2,697",Amazon Fashion.csv
"The Bling Stores Unisex-adult Personalized Genuine Leather Passport Cover, Name Crafted (2 Charms, Black) stores Amazon Fashion","The Bling Stores Unisex-adult Personalized Genuine Leather Passport Cover, Name Crafted (2 Charms, Black)",4.2,741,₹430,₹999,Amazon Fashion.csv
Amazon Brand - Solimo Garden Slide stores Amazon Fashion,Amazon Brand - Solimo Garden Slide,4.4,"1,477","₹2,599","₹5,900",Amazon Fashion.csv
Shocknshop Analog Green Dial Day & Date Functioning Gold Stainless Steel Wrist Watch for Men Boys (Green Dial and Gold Str... stores Amazon Fashion,Shocknshop Analog Green Dial Day & Date Functioning Gold Stainless Steel Wrist Watch for Men Boys (Green Dial and Gold Str...,5.0,1,₹425,"₹1,799",Amazon Fashion.csv
Shining Jewel - By Shivansh Jewel 18K Gold Brass Traditional Hoop Earrings with Pearls (SJ_1485) For Womens stores Amazon Fashion,Shining Jewel - By Shivansh Jewel 18K Gold Brass Traditional Hoop Earrings with Pearls (SJ_1485) For Womens,3.2,85,₹182.16,₹999,Amazon Fashion.csv
LAPIS O LUPO Women Fashion Handbags Faux Leather Top Handle Satchel Purse With Sling… stores Amazon Fashion,LAPIS O LUPO Women Fashion Handbags Faux Leather Top Handle Satchel Purse With Sling…,4.1,"2,284",₹973,"₹1,699",Amazon Fashion.csv
KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 2} stores Amazon Fashion,KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 2},,,₹849,₹899,Amazon Fashion.csv
MDT India Real Teak Wood Coconut Scraper Table Top Grater Movable Chirava stores Amazon Fashion,MDT India Real Teak Wood Coconut Scraper Table Top Grater Movable Chirava,4.4,"1,938",₹519,₹725,Amazon Fashion.csv
Grand Pitstop Motorbike Luggage Strap (Set of 2) stores Amazon Fashion,Grand Pitstop Motorbike Luggage Strap (Set of 2),4.0,335,₹845.50,"₹1,499",Amazon Fashion.csv
Casio Analog Blue Dial Men's Watch-MTP-VT01L-2BUDF (A1616) stores Amazon Fashion,Casio Analog Blue Dial Men's Watch-MTP-VT01L-2BUDF (A1616),4.3,486,"₹2,636","₹3,295",Amazon Fashion.csv
Yellow Chimes Stud Earrings for Women Clip on Earrings Elegant Crystal Studded Stud Earrings for Women & Girls. stores Amazon Fashion,Yellow Chimes Stud Earrings for Women Clip on Earrings Elegant Crystal Studded Stud Earrings for Women & Girls.,4.0,60,₹275,₹916,Amazon Fashion.csv
BLACK+DECKER A7073 6V Battery Powered Screwdriver with onboard LED Light & 14 pc bits included (A7073-IN) stores Amazon Fashion,BLACK+DECKER A7073 6V Battery Powered Screwdriver with onboard LED Light & 14 pc bits included (A7073-IN),3.9,"10,167",₹949,"₹1,575",Amazon Fashion.csv
Lino Perros Pink Colored Backpack stores Amazon Fashion,Lino Perros Pink Colored Backpack,4.5,84,"₹1,671","₹3,695",Amazon Fashion.csv
SIDEWOK Combo of Plain Casual Sleek Belts For Women/Girls (Brown & Tan)(SDWK-GLBL-07-08) stores Amazon Fashion,SIDEWOK Combo of Plain Casual Sleek Belts For Women/Girls (Brown & Tan)(SDWK-GLBL-07-08),3.9,281,₹269,₹999,Amazon Fashion.csv
Fastrack Stunners 3.0 Analog Black Dial Women's Watch-6265NM01 stores Amazon Fashion,Fastrack Stunners 3.0 Analog Black Dial Women's Watch-6265NM01,4.3,14,,"₹1,995",Amazon Fashion.csv
Metal Magnetic Watch Band Mesh Woven Quick Release Strap Adjustable Stainless Steel Replacement Straps Compatible For Amaz... stores Amazon Fashion,Metal Magnetic Watch Band Mesh Woven Quick Release Strap Adjustable Stainless Steel Replacement Straps Compatible For Amaz...,3.0,14,₹499,₹999,Amazon Fashion.csv
KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 2} stores Amazon Fashion,KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 2},,,₹849,₹899,Amazon Fashion.csv
V2A Business Casual Leather Analog-Digital Gold Casing Waterproof Multifunction Watch for Men and Boys stores Amazon Fashion,V2A Business Casual Leather Analog-Digital Gold Casing Waterproof Multifunction Watch for Men and Boys,3.7,273,"₹1,290","₹2,499",Amazon Fashion.csv
Lavie Women's Kate Dome Sling Bag | Ladies Purse Handbag stores Amazon Fashion,Lavie Women's Kate Dome Sling Bag | Ladies Purse Handbag,4.3,4,"₹1,139","₹3,499",Amazon Fashion.csv
"POLESTAR Ranker 15.6 inch 32 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Wa... stores Amazon Fashion","POLESTAR Ranker 15.6 inch 32 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Wa...",4.1,"7,607",₹669,"₹1,250",Amazon Fashion.csv
HASTHIP® 35Pcs Double Sided Bra Stickers Tape One-Off Body Clothing Bra Strip 10mm White stores Amazon Fashion,HASTHIP® 35Pcs Double Sided Bra Stickers Tape One-Off Body Clothing Bra Strip 10mm White,3.7,280,₹197,₹280,Amazon Fashion.csv
"Ceat Milaze 90/100-10 53J Tubeless Scooter Tyre,Front or Rear stores Amazon Fashion","Ceat Milaze 90/100-10 53J Tubeless Scooter Tyre,Front or Rear",4.3,"6,358","₹1,129","₹2,088",Amazon Fashion.csv
"Shining Diva Fashion Latest Stylish Metal Boho Midi Finger Rings for Women and Girls - Set of 6 (14196r), Silver stores Amazon Fashion","Shining Diva Fashion Latest Stylish Metal Boho Midi Finger Rings for Women and Girls - Set of 6 (14196r), Silver",3.9,8,₹249,"₹1,499",Amazon Fashion.csv
"Matrix ""Mesh Collection Day & Date Wrist Watch for Men & Boys stores Amazon Fashion","Matrix ""Mesh Collection Day & Date Wrist Watch for Men & Boys",3.4,121,₹299,"₹1,999",Amazon Fashion.csv
Campus Men's VACUM Running Shoes stores Amazon Fashion,Campus Men's VACUM Running Shoes,3.8,76,₹769,"₹1,399",Amazon Fashion.csv
"Classy Women Multi Function Waist Bag for Men Women Chest Fanny Pack with Adjustable Belt Bum Bag for Running, Hikinng, Ou... stores Amazon Fashion","Classy Women Multi Function Waist Bag for Men Women Chest Fanny Pack with Adjustable Belt Bum Bag for Running, Hikinng, Ou...",4.2,18,₹499,"₹1,599",Amazon Fashion.csv
Miraclery 8 Pairs Silicone Anti-Slip Eyeglass Ear Grips Hook Soft Eyeglass Retainer Comfortable Elastic Eyeglasses Temple ... stores Amazon Fashion,Miraclery 8 Pairs Silicone Anti-Slip Eyeglass Ear Grips Hook Soft Eyeglass Retainer Comfortable Elastic Eyeglasses Temple ...,4.2,104,₹240,₹400,Amazon Fashion.csv
"Shining Diva Fashion Latest Stylish Pearl Pendant Necklace for Women and Girls, Golden (12253np) stores Amazon Fashion","Shining Diva Fashion Latest Stylish Pearl Pendant Necklace for Women and Girls, Golden (12253np)",4.1,252,₹210,"₹1,499",Amazon Fashion.csv
KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 1} stores Amazon Fashion,KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 1},,,₹499,₹599,Amazon Fashion.csv
Innovqaraj Embossed Ind Number Plate for Bike| Fancy | No Bar or Serial Code| for Old Bike Only (White) stores Amazon Fashion,Innovqaraj Embossed Ind Number Plate for Bike| Fancy | No Bar or Serial Code| for Old Bike Only (White),4.4,"3,771",₹380,₹650,Amazon Fashion.csv
Sonata Everyday Analog Champagne Dial Women's Watch -NM8085YM01 / NL8085YM01/NP8085YM01 stores Amazon Fashion,Sonata Everyday Analog Champagne Dial Women's Watch -NM8085YM01 / NL8085YM01/NP8085YM01,4.1,606,"₹1,249","₹1,275",Amazon Fashion.csv
Ronak Shoelace for Casuals & Sneakers stores Amazon Fashion,Ronak Shoelace for Casuals & Sneakers,4.1,230,₹89,₹168,Amazon Fashion.csv
Harrods 5pcs 100ml Empty Clear Plastic Bottles Refillable Travel Size Cosmetic Travelling Containers Small Leak Proof Sque... stores Amazon Fashion,Harrods 5pcs 100ml Empty Clear Plastic Bottles Refillable Travel Size Cosmetic Travelling Containers Small Leak Proof Sque...,4.2,65,₹246,₹299,Amazon Fashion.csv
ANNI DESIGNER Women's Cotton Blend Printed Straight Kurta with Pant (ALRCAG-NwFB08) stores Amazon Fashion,ANNI DESIGNER Women's Cotton Blend Printed Straight Kurta with Pant (ALRCAG-NwFB08),3.2,12,₹499,"₹2,599",Amazon Fashion.csv
Home Sizzler Set of 2 Door Curtains - 7 Feet Long stores Amazon Fashion,Home Sizzler Set of 2 Door Curtains - 7 Feet Long,4.2,"18,142",₹449,₹999,Amazon Fashion.csv
Jewel string black onyx with evil eye 8mm avoid negative energy for girls boys men women… stores Amazon Fashion,Jewel string black onyx with evil eye 8mm avoid negative energy for girls boys men women…,4.1,140,₹190,₹799,Amazon Fashion.csv
Fastrack Digital Purple Dial Women's Watch-68027PP05 stores Amazon Fashion,Fastrack Digital Purple Dial Women's Watch-68027PP05,3.5,3,"₹2,195","₹2,395",Amazon Fashion.csv
Brightfashion Womens Stylish PU Leather Handbag Combo (Pack of : 4) (SEA GREEN) stores Amazon Fashion,Brightfashion Womens Stylish PU Leather Handbag Combo (Pack of : 4) (SEA GREEN),3.7,42,₹489,"₹2,299",Amazon Fashion.csv
"AUXTER Men's And Women's Polyester Shoulder Duffel Gym Bag with Separate Shoe Compartment, Black, 25 L stores Amazon Fashion","AUXTER Men's And Women's Polyester Shoulder Duffel Gym Bag with Separate Shoe Compartment, Black, 25 L",4.3,393,₹449,₹950,Amazon Fashion.csv
Selvia Women's Striped Regular Fit Top stores Amazon Fashion,Selvia Women's Striped Regular Fit Top,4.1,9,₹239,"₹1,139",Amazon Fashion.csv
KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 4} stores Amazon Fashion,KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 4},,,"₹1,599","₹1,649",Amazon Fashion.csv
"Shubh Empire Two Rod Bangle Box For Women,Boxes For Storage Plastic Big Size,Jewellery Box For Travelling,Bride,Poratble C... stores Amazon Fashion","Shubh Empire Two Rod Bangle Box For Women,Boxes For Storage Plastic Big Size,Jewellery Box For Travelling,Bride,Poratble C...",3.9,31,₹399,₹499,Amazon Fashion.csv
Armani Exchange Hampton Analog Black Dial Men's Watch-AX2103 stores Amazon Fashion,Armani Exchange Hampton Analog Black Dial Men's Watch-AX2103,4.6,"1,104","₹12,995","₹13,995",Amazon Fashion.csv
"MYZON Self-adhesive Unisex Heel Cushion Pads, Grips Liners And Shoe Insoles Prevent Heel Slipping, Rubbing, Blisters, Foot... stores Amazon Fashion","MYZON Self-adhesive Unisex Heel Cushion Pads, Grips Liners And Shoe Insoles Prevent Heel Slipping, Rubbing, Blisters, Foot...",3.0,23,₹189,₹299,Amazon Fashion.csv
Havells Andria 1200mm Dust Resistant Ceiling Fan (Indigo Blue) stores Amazon Fashion,Havells Andria 1200mm Dust Resistant Ceiling Fan (Indigo Blue),4.2,"3,581","₹2,798","₹3,475",Amazon Fashion.csv
JUST RIDER Sweat Wicking Cooling Helmet Liner - Do Rag Skull Cap Beanie for Men & Women. Pirate Hat Bandana & Head Wrap fo... stores Amazon Fashion,JUST RIDER Sweat Wicking Cooling Helmet Liner - Do Rag Skull Cap Beanie for Men & Women. Pirate Hat Bandana & Head Wrap fo...,3.8,393,₹218,₹699,Amazon Fashion.csv
Moksha Damru Trishul Earrings stores Amazon Fashion,Moksha Damru Trishul Earrings,4.4,17,₹189,₹549,Amazon Fashion.csv
Thermos Double Stainless Steel Wall Smart Flask Vacuum Insulated Water Bottle with LED Temperature Display | Perfect for H... stores Amazon Fashion,Thermos Double Stainless Steel Wall Smart Flask Vacuum Insulated Water Bottle with LED Temperature Display | Perfect for H...,3.0,"1,044",₹235,₹999,Amazon Fashion.csv
Casio Youth-Analog Black Dial Men's Watch-MCW-100H-1A3VDF (AD213) stores Amazon Fashion,Casio Youth-Analog Black Dial Men's Watch-MCW-100H-1A3VDF (AD213),4.2,526,"₹3,359","₹4,895",Amazon Fashion.csv
Le Delite Girl's unicorn sling bag sipper glitter sling bag unicorn sequin bag Combo stores Amazon Fashion,Le Delite Girl's unicorn sling bag sipper glitter sling bag unicorn sequin bag Combo,3.9,103,₹499,₹999,Amazon Fashion.csv
"Toyshine Unicorn Travel Neck Pillow for Airplane, Car, Train Neck Support for Sleeping Resting, Soft Memory Foam Insert an... stores Amazon Fashion","Toyshine Unicorn Travel Neck Pillow for Airplane, Car, Train Neck Support for Sleeping Resting, Soft Memory Foam Insert an...",5.0,4,₹599,"₹1,999",Amazon Fashion.csv
DALUCI Top Load Washing Machine Cover Suitable for Samsung Back Panel 6.2 Kg | 6.5 Kg | 7.0 Kg | 7.5 Kg ONLY (Black & Gre... stores Amazon Fashion,DALUCI Top Load Washing Machine Cover Suitable for Samsung Back Panel 6.2 Kg | 6.5 Kg | 7.0 Kg | 7.5 Kg ONLY (Black & Gre...,4.3,879,₹398,₹999,Amazon Fashion.csv
"Kuber Industries Handkerchiefs|Sweat Absorbent Light Colored Soft Cotton Square Hankies for Man,Boys & Wicking Sweat from ... stores Amazon Fashion","Kuber Industries Handkerchiefs|Sweat Absorbent Light Colored Soft Cotton Square Hankies for Man,Boys & Wicking Sweat from ...",3.6,13,₹191,₹199,Amazon Fashion.csv
PMW - Hair Accessories - Hair Bun - Bharatanatyam Black Plastic Hair Bun for Women - Classical Dance Accessories Dance stores Amazon Fashion,PMW - Hair Accessories - Hair Bun - Bharatanatyam Black Plastic Hair Bun for Women - Classical Dance Accessories Dance,4.4,9,₹229,₹599,Amazon Fashion.csv
KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 5} stores Amazon Fashion,KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 5},,,"₹1,849","₹1,949",Amazon Fashion.csv
BENYAR Business Casual Blue Dial Stainless Steel Date Display Analog Watch for Men stores Amazon Fashion,BENYAR Business Casual Blue Dial Stainless Steel Date Display Analog Watch for Men,4.1,71,"₹2,490","₹4,490",Amazon Fashion.csv
Baggit Women's 2 Fold Wallet - Small (Gold) stores Amazon Fashion,Baggit Women's 2 Fold Wallet - Small (Gold),4.0,1,₹449,₹790,Amazon Fashion.csv
Castrol Activ 20W-40 4T Petrol Engine Oil for Bikes 1L stores Amazon Fashion,Castrol Activ 20W-40 4T Petrol Engine Oil for Bikes 1L,4.3,"2,982",₹421,₹435,Amazon Fashion.csv
"iSNH Plastic Bangle Display Stand, Black stores Amazon Fashion","iSNH Plastic Bangle Display Stand, Black",3.6,158,₹210,₹310,Amazon Fashion.csv
UrbanBotanics® Cold Pressed Jojoba Oil for Skin & Hair - Virgin & Unrefined - 200ml stores Amazon Fashion,UrbanBotanics® Cold Pressed Jojoba Oil for Skin & Hair - Virgin & Unrefined - 200ml,4.4,"1,701",₹619,₹799,Amazon Fashion.csv
MEERA FAB Women's Cotton Printed Straight Kurta with Palazzo & Dupatta Set with Handwork stores Amazon Fashion,MEERA FAB Women's Cotton Printed Straight Kurta with Palazzo & Dupatta Set with Handwork,3.3,149,₹699,"₹3,999",Amazon Fashion.csv
Titan Edge Analog Grey Dial Men's Watch-NM1595WL09 / NL1595WL09 stores Amazon Fashion,Titan Edge Analog Grey Dial Men's Watch-NM1595WL09 / NL1595WL09,4.3,99,"₹7,519","₹9,995",Amazon Fashion.csv
"Eureka Forbes Aquasure Amrit Twin Cartridge (Pack of 2), White stores Amazon Fashion","Eureka Forbes Aquasure Amrit Twin Cartridge (Pack of 2), White",4.0,"3,303",,₹825,Amazon Fashion.csv
